"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2010","Czechia","Males","From 35 to 39 years","Number","434,061.0",""
"2010","Czechia","Males","From 40 to 44 years","Number","359,205.0",""
"2010","Czechia","Males","From 45 to 49 years","Number","346,418.0",""
"2010","Czechia","Males","From 50 to 54 years","Number","350,620.0",""
"2010","Czechia","Males","From 55 to 59 years","Number","373,020.0",""
"2010","Czechia","Males","From 60 to 64 years","Number","343,254.0",""
"2010","Czechia","Males","From 65 to 69 years","Number","244,899.0",""
"2010","Czechia","Males","From 70 to 74 years","Number","155,816.0",""
"2010","Czechia","Males","From 75 to 79 years","Number","124,434.0",""
"2010","Czechia","Males","75 years or over","Number","241,380.0",""
"2010","Czechia","Males","From 80 to 84 years","Number","77,279.0",""
"2010","Czechia","Males","80 years or over","Number","116,946.0",""
"2010","Czechia","Females","From 20 to 24 years","Number","332,911.0",""
"2010","Czechia","Females","From 25 to 29 years","Number","359,726.0",""
"2010","Czechia","Females","From 30 to 34 years","Number","446,690.0",""
"2010","Czechia","Females","From 35 to 39 years","Number","408,752.0",""
"2010","Czechia","Females","From 40 to 44 years","Number","339,706.0",""
"2010","Czechia","Females","From 45 to 49 years","Number","333,251.0",""
"2010","Czechia","Females","From 50 to 54 years","Number","350,825.0",""
"2010","Czechia","Females","From 55 to 59 years","Number","390,753.0",""
"2010","Czechia","Females","From 60 to 64 years","Number","380,568.0",""
"2010","Czechia","Females","From 65 to 69 years","Number","294,132.0",""
"2010","Czechia","Females","From 70 to 74 years","Number","212,225.0",""
"2010","Czechia","Females","From 75 to 79 years","Number","196,270.0",""
"2010","Czechia","Females","75 years or over","Number","451,068.0",""
"2010","Czechia","Females","From 80 to 84 years","Number","149,491.0",""
"2010","Czechia","Females","80 years or over","Number","254,798.0",""
"2010","Denmark","Total","From 20 to 24 years","Number","326,535.0",""
"2010","Denmark","Total","From 25 to 29 years","Number","310,970.0",""
"2010","Denmark","Total","From 30 to 34 years","Number","353,369.0",""
"2010","Denmark","Total","From 35 to 39 years","Number","387,393.0",""
"2010","Denmark","Total","From 40 to 44 years","Number","414,573.0",""
"2010","Denmark","Total","From 45 to 49 years","Number","399,835.0",""
"2010","Denmark","Total","From 50 to 54 years","Number","364,297.0",""
"2010","Denmark","Total","From 55 to 59 years","Number","350,004.0",""
"2010","Denmark","Total","From 60 to 64 years","Number","372,657.0",""
"2010","Denmark","Total","From 65 to 69 years","Number","298,841.0",""
"2010","Denmark","Total","From 70 to 74 years","Number","216,868.0",""
"2010","Denmark","Total","From 75 to 79 years","Number","159,640.0",""
"2010","Denmark","Total","75 years or over","Number","387,150.0",""
"2010","Denmark","Total","From 80 to 84 years","Number","117,547.0",""
"2010","Denmark","Total","80 years or over","Number","227,510.0",""
"2010","Denmark","Males","From 20 to 24 years","Number","166,418.0",""
"2010","Denmark","Males","From 25 to 29 years","Number","155,957.0",""
"2010","Denmark","Males","From 30 to 34 years","Number","177,078.0",""
"2010","Denmark","Males","From 35 to 39 years","Number","194,779.0",""
"2010","Denmark","Males","From 40 to 44 years","Number","210,336.0",""
"2010","Denmark","Males","From 45 to 49 years","Number","202,547.0",""
"2010","Denmark","Males","From 50 to 54 years","Number","183,347.0",""
"2010","Denmark","Males","From 55 to 59 years","Number","174,619.0",""
"2010","Denmark","Males","From 60 to 64 years","Number","185,458.0",""
"2010","Denmark","Males","From 65 to 69 years","Number","146,029.0",""
"2010","Denmark","Males","From 70 to 74 years","Number","102,280.0",""
"2010","Denmark","Males","From 75 to 79 years","Number","70,678.0",""
"2010","Denmark","Males","75 years or over","Number","151,438.0",""
"2010","Denmark","Males","From 80 to 84 years","Number","47,218.0",""
"2010","Denmark","Males","80 years or over","Number","80,760.0",""
"2010","Denmark","Females","From 20 to 24 years","Number","160,117.0",""
"2010","Denmark","Females","From 25 to 29 years","Number","155,013.0",""
"2010","Denmark","Females","From 30 to 34 years","Number","176,291.0",""
"2010","Denmark","Females","From 35 to 39 years","Number","192,614.0",""
"2010","Denmark","Females","From 40 to 44 years","Number","204,237.0",""
"2010","Denmark","Females","From 45 to 49 years","Number","197,288.0",""
"2010","Denmark","Females","From 50 to 54 years","Number","180,950.0",""
"2010","Denmark","Females","From 55 to 59 years","Number","175,385.0",""
"2010","Denmark","Females","From 60 to 64 years","Number","187,199.0",""
"2010","Denmark","Females","From 65 to 69 years","Number","152,812.0",""
"2010","Denmark","Females","From 70 to 74 years","Number","114,588.0",""
"2010","Denmark","Females","From 75 to 79 years","Number","88,962.0",""
"2010","Denmark","Females","75 years or over","Number","235,712.0",""
"2010","Denmark","Females","From 80 to 84 years","Number","70,329.0",""
"2010","Denmark","Females","80 years or over","Number","146,750.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 20 to 24 years","Number","4,934,457.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 25 to 29 years","Number","4,978,420.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 30 to 34 years","Number","4,731,257.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 35 to 39 years","Number","5,244,072.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 40 to 44 years","Number","6,864,580.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 45 to 49 years","Number","7,023,310.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 50 to 54 years","Number","6,053,207.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 55 to 59 years","Number","5,423,912.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 60 to 64 years","Number","4,307,594.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 65 to 69 years","Number","4,880,509.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 70 to 74 years","Number","4,739,924.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 75 to 79 years","Number","3,100,616.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","75 years or over","Number","7,281,309.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","From 80 to 84 years","Number","2,311,895.0",""
"2010","Germany (until 1990 former territory of the FRG)","Total","80 years or over","Number","4,180,693.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 20 to 24 years","Number","2,516,653.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 25 to 29 years","Number","2,522,868.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 30 to 34 years","Number","2,394,924.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 35 to 39 years","Number","2,660,706.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 40 to 44 years","Number","3,510,685.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 45 to 49 years","Number","3,575,913.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 50 to 54 years","Number","3,053,638.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 55 to 59 years","Number","2,681,496.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 60 to 64 years","Number","2,118,460.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 65 to 69 years","Number","2,345,401.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 70 to 74 years","Number","2,187,216.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 75 to 79 years","Number","1,327,478.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","75 years or over","Number","2,667,197.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","From 80 to 84 years","Number","844,367.0",""
"2010","Germany (until 1990 former territory of the FRG)","Males","80 years or over","Number","1,339,719.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 20 to 24 years","Number","2,417,804.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 25 to 29 years","Number","2,455,552.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 30 to 34 years","Number","2,336,333.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 35 to 39 years","Number","2,583,366.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 40 to 44 years","Number","3,353,895.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 45 to 49 years","Number","3,447,397.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 50 to 54 years","Number","2,999,569.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 55 to 59 years","Number","2,742,416.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 60 to 64 years","Number","2,189,134.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 65 to 69 years","Number","2,535,108.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 70 to 74 years","Number","2,552,708.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 75 to 79 years","Number","1,773,138.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","75 years or over","Number","4,614,112.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","From 80 to 84 years","Number","1,467,528.0",""
"2010","Germany (until 1990 former territory of the FRG)","Females","80 years or over","Number","2,840,974.0",""
"2010","Germany including former GDR","Total","From 20 to 24 years","Number","4,934,457.0",""
"2010","Germany including former GDR","Total","From 25 to 29 years","Number","4,978,420.0",""
"2010","Germany including former GDR","Total","From 30 to 34 years","Number","4,731,257.0",""
"2010","Germany including former GDR","Total","From 35 to 39 years","Number","5,244,072.0",""
"2010","Germany including former GDR","Total","From 40 to 44 years","Number","6,864,580.0",""
"2010","Germany including former GDR","Total","From 45 to 49 years","Number","7,023,310.0",""
"2010","Germany including former GDR","Total","From 50 to 54 years","Number","6,053,207.0",""
"2010","Germany including former GDR","Total","From 55 to 59 years","Number","5,423,912.0",""
"2010","Germany including former GDR","Total","From 60 to 64 years","Number","4,307,594.0",""
"2010","Germany including former GDR","Total","From 65 to 69 years","Number","4,880,509.0",""
"2010","Germany including former GDR","Total","From 70 to 74 years","Number","4,739,924.0",""
"2010","Germany including former GDR","Total","From 75 to 79 years","Number","3,100,616.0",""
"2010","Germany including former GDR","Total","75 years or over","Number","7,281,309.0",""
"2010","Germany including former GDR","Total","From 80 to 84 years","Number","2,311,895.0",""
"2010","Germany including former GDR","Total","80 years or over","Number","4,180,693.0",""
"2010","Germany including former GDR","Males","From 20 to 24 years","Number","2,516,653.0",""
"2010","Germany including former GDR","Males","From 25 to 29 years","Number","2,522,868.0",""
"2010","Germany including former GDR","Males","From 30 to 34 years","Number","2,394,924.0",""
"2010","Germany including former GDR","Males","From 35 to 39 years","Number","2,660,706.0",""
"2010","Germany including former GDR","Males","From 40 to 44 years","Number","3,510,685.0",""
"2010","Germany including former GDR","Males","From 45 to 49 years","Number","3,575,913.0",""
"2010","Germany including former GDR","Males","From 50 to 54 years","Number","3,053,638.0",""
"2010","Germany including former GDR","Males","From 55 to 59 years","Number","2,681,496.0",""
"2010","Germany including former GDR","Males","From 60 to 64 years","Number","2,118,460.0",""
"2010","Germany including former GDR","Males","From 65 to 69 years","Number","2,345,401.0",""
"2010","Germany including former GDR","Males","From 70 to 74 years","Number","2,187,216.0",""
"2010","Germany including former GDR","Males","From 75 to 79 years","Number","1,327,478.0",""
"2010","Germany including former GDR","Males","75 years or over","Number","2,667,197.0",""
"2010","Germany including former GDR","Males","From 80 to 84 years","Number","844,367.0",""
"2010","Germany including former GDR","Males","80 years or over","Number","1,339,719.0",""
"2010","Germany including former GDR","Females","From 20 to 24 years","Number","2,417,804.0",""
"2010","Germany including former GDR","Females","From 25 to 29 years","Number","2,455,552.0",""
"2010","Germany including former GDR","Females","From 30 to 34 years","Number","2,336,333.0",""
"2010","Germany including former GDR","Females","From 35 to 39 years","Number","2,583,366.0",""
"2010","Germany including former GDR","Females","From 40 to 44 years","Number","3,353,895.0",""
